passage_id	query	label	stance	stance_confidence	title	section_heading	url	author	medically_reviewed_by	published_date	text	faiss_similarity	cross_encoder_relevance	labeled_at
00e9c57942f93eaed4f5dbf2a1d22aab68cbd753_s19_b6	Regular physical activity lowers the risk of type 2 diabetes.	relevant	supports	0.85	Safe Workouts When You’re Overweight		https://www.webmd.com/obesity/safe-workouts-when-you-are-overweight	Alexandra Benisek	Michael  Dansinger, MD	2025-07-01	An active lifestyle lessens your risk of heart disease , stroke , and high blood pressure. In addition to your heart health, regular exercise and physical activity lowers your risk of obesity-related conditions like diabetes and some cancers.	0.95	0.9963183403015137	2026-01-26T19:26:26.046308
911351c41395f8d0a8fde5c79be129d2cf7b3d51_s25_b0	Regular physical activity lowers the risk of type 2 diabetes.	relevant	supports	0.75	Metabolic Syndrome	Exercise regularly	https://www.webmd.com/heart/metabolic-syndrome/metabolic-syndrome-what-is-it	Matt McMillen, WebMD Editorial Contributor	Jabeen  Begum, MD	2024-10-18	Physical activity can improve insulin resistance, support heart health, and help with weight loss. Talk to your doctor before you get started to determine the safest and most effective exercise program for you.	0.95	0.8198099732398987	2026-01-26T19:26:26.049330
2a9c6ffb10072152d2dbcf41388946d7575e30f7_s31_b3	Regular physical activity lowers the risk of type 2 diabetes.	relevant	supports	0.5	Diabetes: An Overview		https://www.webmd.com/diabetes/diabetes-basics	WebMD Editorial Contributors	Shruthi  N, MD	2024-08-16	Physical activity helps your body use insulin better, which lowers your blood sugar. It can also help you keep your blood pressure and cholesterol down and manage your weight.	0.95	0.7740222215652466	2026-01-26T19:27:55.141301
ac1cd8166aaee7aae0a8011f3472d547e74354f2_s2_b1	Regular physical activity lowers the risk of type 2 diabetes.	relevant	supports	0.6666666666666666	Tracking Devices for People With Diabetes	Fitness Trackers	https://www.webmd.com/diabetes/trackers-for-diabetes	WebMD Editorial Contributors	Michael  Dansinger, MD	2024-08-21	Exercise. Physical activity is essential to controlling diabetes. It helps lower your blood sugar, helps your body use insulin better, and makes you less likely to have other health complications.	0.95	0.9944707155227661	2026-01-26T19:28:05.966663
c9afe160827d11cc90236d3537050c7447dc99a7_s27_b2	Regular physical activity lowers the risk of type 2 diabetes.	relevant	supports	0.7142857142857143	What to Know About Antiphospholipid Syndrome		https://www.webmd.com/dvt/what-is-antiphospholipid-syndrome	Debra Davis, Sylvia Davis	Zilpah  Sheikh, MD	2024-02-27	Regular physical activity also helps reduce your risk of conditions such as diabetes and heart disease. If you take blood thinners, your doctor may recommend that you avoid contact sports that could lead to injury.	0.95	0.9984930753707886	2026-01-26T19:28:15.273156
189dbb065bcbea8479c8b8f839e05cd7fd831297_s2_b0	Regular physical activity lowers the risk of type 2 diabetes.	relevant	supports		Yoga for Diabetes	Why Yoga Might Help	https://www.webmd.com/diabetes/yoga-diabetes-poses	Karen Asp	Michael  Dansinger, MD	2024-06-14	Physical activity is a big part of staying healthy with diabetes. And regular exercise is one of the best types of physical movement.	0.95	0.9885879755020142	2026-01-26T19:28:22.105801
4c4994145ba7923b64be2b29f3c57cf4a970aa0a_s46_b0	Regular physical activity lowers the risk of type 2 diabetes.	relevant	supports	0.5	Heart Attack	Follow an exercise plan:	https://www.webmd.com/heart-disease/heart-disease-heart-attacks	WebMD Editorial Contributors	James  Beckerman, MD, FACC	2025-06-19	"Moderate physical activity lowers your chances of a heart attack. It also can lower your blood pressure and LDL or ""bad"" cholesterol, raise your HDL or ""good"" cholesterol, and help you stay at a healthy weight."	0.95	0.9080302715301514	2026-01-26T19:28:30.136966
5132e8efad8a3a36d6bcd62ce51c92c44962ec6d_s3_b0	Regular physical activity lowers the risk of type 2 diabetes.	relevant	supports		Pregnancy and Future Heart Health		https://blogs.webmd.com/diet-nutrition/20240206/pregnancy-and-future-heart-health				Adopt a heart-healthy eating plan that’s low in saturated fat and sodium and rich in fiber with the right number of calories to control your weight within a healthy range. Regular physical activity reduces the likelihood for cardiovascular disease and type 2 diabetes. Don’t smoke, and do what you can to manage your stress.	0.95	0.9997627139091492	2026-01-26T19:28:53.382300
56fbc417f7bb9251fc0f2c01b1578b858637dded_s5_b7	Regular physical activity lowers the risk of type 2 diabetes.	relevant	supports	0.6666666666666666	The O2 Diet	What Dr. Melinda Ratini Says:	https://www.webmd.com/diet/o2-diet	Lisa Schweitzer	Shruthi  N, MD	2025-04-28	Exercise, along with the weight loss, is a proven strategy to help prevent diabetes. If you already have diabetes , you will need to change your treatment plan to accommodate the cut in calories and the boost in activity. Make sure you talk with your doctor first.	0.9498324990272522	0.29135823249816895	2026-01-26T19:29:44.494343
3fae892cef88768fb70639862a6b9b9be3ff6825_s4_b0	Regular physical activity lowers the risk of type 2 diabetes.	relevant	supports	0.5	Type 1 Diabetes: What Adults Need to Know	Be Smart About Exercise	https://www.webmd.com/diabetes/cm/type1-adult-strategies	Jennifer Rainey Marquez	Michael  Dansinger, MD	2024-02-12	Regular physical activity pays off: It can help you lose extra weight, keep healthy blood sugar levels, and lower your blood pressure. It also can help protect you from problems with your eyes or kidneys.	0.9497033357620239	0.8853827118873596	2026-01-26T19:30:14.847659
764512179b5dcb3c53c0e6c2e32ff6c73bb70ee1_s65_b0	Regular physical activity lowers the risk of type 2 diabetes.	relevant	supports	0.5	Type 2 Diabetes: Symptoms, Causes, and Treatment	What lifestyle changes can help prevent or manage type 2 diabetes?	https://www.webmd.com/diabetes/type-2-diabetes	WebMD Editorial Contributors	Shruthi  N, MD	2024-09-04	"If you have an increased risk for diabetes, making lifestyle changes can help prevent the disease. Some things you can do:
Shed weight. Losing just 7% percent of your body weight has been shown to lower the risk for diabetes by nearly 60%.
Increase your physical activity. In addition to helping you lose weight, exercise can lower blood sugar levels and increase your sensitivity to insulin, which keeps your blood sugar levels in a normal range.
Eat more vegetables and fruits. Eating a variety of fruits, non-starchy vegetables (such as leafy greens), legumes, and whole grains can help lower your risk for diabetes. These are good sources of carbohydrates, minerals, vitamins, and fiber. They can also keep diabetes complications such as heart disease and high blood pressure at bay.
Avoid fad diets. These diets may help you lose weight but there's no evidence they have long-term benefits in preventing diabetes."	0.9486350417137146	0.9890680909156799	2026-01-26T19:30:27.984306
2672fdba771e8f206f3d7937236f48ed1b7a3cf2_s4_b1	Regular physical activity lowers the risk of type 2 diabetes.	relevant	supports		Type 2 Diabetes Screening	What if the Diabetes Screening Test Is Negative?	https://www.webmd.com/diabetes/type-2-diabetes-screening	WebMD Editorial Contributors	Michael  Dansinger, MD	2025-07-10	In addition, you can lower your chances of getting diabetes by losing weight, keeping your blood pressure and lipids at normal levels, and exercising regularly.	0.948058009147644	0.8986597061157227	2026-01-26T19:31:38.043832
0c54e7949b4f0ad2ecb74184ca13e4d98dfd4bfd_s6_b5	Regular physical activity lowers the risk of type 2 diabetes.	relevant	neutral	0.5	Dr. Oz's Ultimate Diet	What Dr. Melinda Ratini Says:	https://www.webmd.com/diet/dr-oz-ultimate-diet	Amanda Gardner	Kathleen M. Zelman, RD, LD, MPH	2025-07-25	Weight loss and exercise are also proven to help prevent and treat diabetes . If you have diabetes, any drastic change in your diet or in your activity level means that you may need to adjust your diabetes treatment plan to avoid hypoglycemia ( low blood sugar ). Talk with your doctor or dietitian for guidance.	0.9479943513870239	0.35319799184799194	2026-01-26T19:32:21.276265
764512179b5dcb3c53c0e6c2e32ff6c73bb70ee1_s70_b0	Regular physical activity lowers the risk of type 2 diabetes.	relevant	supports	0.6	Type 2 Diabetes: Symptoms, Causes, and Treatment	How does exercise impact type 2 diabetes management?	https://www.webmd.com/diabetes/type-2-diabetes	WebMD Editorial Contributors	Shruthi  N, MD	2024-09-04	As with a healthy diet, exercise is important in managing your diabetes. Exercise is key in losing and managing weight and lowering cholesterol and blood pressure. Studies have found that exercise can lower A1c levels by nearly 1%, even in people who lost no weight, regardless of the type of exercise. Other findings: walking at least 2 hours weekly lowered the risk of death from heart disease, particularly in women. Also, combining aerobic exercise and resistance training helps lower insulin resistance in adults who previously didn't exercise at all.	0.947975754737854	0.9567176103591919	2026-01-26T19:32:34.433418
a2520241deb84deb37e55baa96dc91c66356fde4_s18_b3	Regular physical activity lowers the risk of type 2 diabetes.	relevant	supports	0.6666666666666666	Type 2 Diabetes Treatments	Diabetes Management	https://www.webmd.com/diabetes/type-2-diabetes-treatments	Stephanie Langmaid	Zilpah  Sheikh, MD	2024-08-22	Physical activity. From working out to doing chores, activity lowers your blood sugar. It helps your cells use insulin. It also helps your muscles use glucose. Make sure you check your blood sugar before and after exercise.	0.9474074840545654	0.5899316668510437	2026-01-26T19:32:43.735470
764512179b5dcb3c53c0e6c2e32ff6c73bb70ee1_s58_b0	Regular physical activity lowers the risk of type 2 diabetes.	relevant	supports	0.5714285714285714	Type 2 Diabetes: Symptoms, Causes, and Treatment	Type 2 Diabetes Prevention	https://www.webmd.com/diabetes/type-2-diabetes	WebMD Editorial Contributors	Shruthi  N, MD	2024-09-04	"Adopting a healthy lifestyle can help you lower your risk of diabetes :
Lose weight. Dropping just 7%-10% of your weight can cut your risk of type 2 diabetes in half.
Get active. About 30 minutes of brisk walking a day will cut your risk by almost a third.
Eat right. Avoid highly processed carbs, sugary drinks, and trans and saturated fats. Limit red and processed meats.
Quit smoking. Work with your doctor to keep from gaining weight after you quit, so you don't create one problem by solving another."	0.9471617341041565	0.9983710646629333	2026-01-26T19:33:15.819904
0eda40dd6671893c070962b24d495e5b0654501b_s18_b1	Regular physical activity lowers the risk of type 2 diabetes.	relevant	supports	0.5	Understanding Diabetes -- Diagnosis and Treatment	Exercise for Diabetes	https://www.webmd.com/diabetes/pregnancy-diabetes-and-pregnancy	WebMD Editorial Contributors	Michael  Dansinger, MD	2024-02-12	Exercise helps some people with type 2 diabetes lower their blood glucose levels and may help prevent the disease in those at risk.	0.9470123052597046	0.9955248832702637	2026-01-26T19:33:24.537096
7764df7ae854709f65249b4906df5f3cc76f7e91_s3_b0	Regular physical activity lowers the risk of type 2 diabetes.	relevant	neutral		Cholesterol: Latest Research		https://www.webmd.com/cholesterol-management/cholesterol-latest-research	Stephanie Booth	Sabrina  Felson, MD	2025-07-26	Physical activity can reduce LDL (low-density lipoprotein, or “bad”) cholesterol by 3 to 6 milligrams per deciliter (mg/dL) in your blood. It also lowers your blood pressure.	0.9459631443023682	0.8730823993682861	2026-01-26T19:33:58.883417
0eda40dd6671893c070962b24d495e5b0654501b_s18_b2	Regular physical activity lowers the risk of type 2 diabetes.	relevant	supports	0.75	Understanding Diabetes -- Diagnosis and Treatment	Exercise for Diabetes	https://www.webmd.com/diabetes/pregnancy-diabetes-and-pregnancy	WebMD Editorial Contributors	Michael  Dansinger, MD	2024-02-12	For people with either type of diabetes, exercise can lower the chance of having a heart attack or stroke and can improve circulation. It may offer stress relief, as well. People with type 2 diabetes who need to lose weight can benefit from moderate exercise. Most people with diabetes are encouraged to get at least 150 minutes each week of moderate-intensity aerobic physical activity, like walking. Strength training is often recommended at least twice a week. Talk to your doctor about what type of exercise is right for you. Learn how to start (and stick with) a workout routine when you have diabetes.	0.9458565711975098	0.9992498755455017	2026-01-26T19:33:58.890225
c123359a987a516a97093765b07b3dac5eae6515_s2_b1	Regular physical activity lowers the risk of type 2 diabetes.	relevant	supports		Health Risks Linked to Obesity	Type 2 Diabetes	https://www.webmd.com/obesity/obesity-health-risks	WebMD Editorial Contributors	Melinda  Ratini, MS, DO	2025-02-07	If you have type 2 diabetes, treatments that help you lose any excess weight and become more physically active can help control your blood sugar levels better.	0.944767951965332	0.9486069679260254	2026-01-26T19:34:25.849996
9865567b31d29d618d9306528de0dafff3370257_s0_b1	Regular physical activity lowers the risk of type 2 diabetes.	relevant	supports	0.875	FIT Connection: The Role of Move		https://www.webmd.com/parenting/features/cm/fit-connection-move		Roy  Benaroch, MD	2012-02-02	"You already know how regular activity benefits your health. Exercise helps to:
Improve strength and endurance
Build healthy bones and muscles
Improve blood pressure and cholesterol levels
Relieve stress and anxiety
Build confidence and self-esteem
Control weight
Lower the risk of diabetes and certain cancers
Prevent osteoporosis"	0.9446041584014893	0.9694506525993347	2026-01-26T19:34:37.427067
